COUNTRY                                 DIVISION_TYPE                    DIVISION                                              ID0    ID1 NC_INDEX
Russia                                  Territory                        Altay                                                 188      2    18802
Russia                                  Territory                        Kamchatka                                             188     24    18824
Russia                                  Territory                        Khabarovsk                                            188     28    18828
Russia                                  Territory                        Krasnodar                                             188     34    18834
Russia                                  Territory                        Krasnoyarsk                                           188     35    18835
Russia                                  Territory                        Perm'                                                 188     55    18855
Russia                                  Territory                        Primor'ye                                             188     56    18856
Russia                                  Territory                        Stavropol'                                            188     65    18865
Russia                                  Territory                        Zabaykal'ye                                           188     83    18883
Rwanda                                  Province                         Amajyaruguru                                          189      1    18901
Rwanda                                  Province                         Amajyepfo                                             189      2    18902
Rwanda                                  Province                         Iburasirazuba                                         189      3    18903
Rwanda                                  Province                         Iburengerazuba                                        189      4    18904
Rwanda                                  Province                         Umujyi wa Kigali                                      189      5    18905
Saint Helena                            Administrative Area              Ascension                                             192      1    19201
Saint Helena                            Dependency                       Saint Helena                                          192      2    19202
Saint Helena                            Dependency                       Tristan da Cunha                                      192      3    19203
Saint Kitts and Nevis                   Parish                           Christ Church Nichola Town                            193      1    19301
Saint Kitts and Nevis                   Parish                           Saint Anne Sandy Point                                193      2    19302
Saint Kitts and Nevis                   Parish                           Saint George Basseterre                               193      3    19303
Saint Kitts and Nevis                   Parish                           Saint George Gingerland                               193      4    19304
Saint Kitts and Nevis                   Parish                           Saint James Windward                                  193      5    19305
Saint Kitts and Nevis                   Parish                           Saint John Capisterre                                 193      6    19306
Saint Kitts and Nevis                   Parish                           Saint John Figtree                                    193      7    19307
Saint Kitts and Nevis                   Parish                           Saint Mary Cayon                                      193      8    19308
Saint Kitts and Nevis                   Parish                           Saint Paul Capisterre                                 193      9    19309
Saint Kitts and Nevis                   Parish                           Saint Paul Charlestown                                193     10    19310
Saint Kitts and Nevis                   Parish                           Saint Peter Basseterre                                193     11    19311
Saint Kitts and Nevis                   Parish                           Saint Thomas Lowland                                  193     12    19312
Saint Kitts and Nevis                   Parish                           Saint Thomas Middle Island                            193     13    19313
Saint Kitts and Nevis                   Parish                           Trinity Palmetto Point                                193     14    19314
Saint Lucia                             Quarter                          Anse-la-Raye                                          194      1    19401
Saint Lucia                             Quarter                          Canaries                                              194      2    19402
Saint Lucia                             Quarter                          Castries                                              194      3    19403
Saint Lucia                             Quarter                          Choiseul                                              194      4    19404
Saint Lucia                             Quarter                          Dennery                                               194      5    19405
Saint Lucia                             Quarter                          Gros Islet                                            194      6    19406
Saint Lucia                             Quarter                          Laborie                                               194      7    19407
Saint Lucia                             Quarter                          Micoud                                                194      8    19408
Saint Lucia                             Quarter                          Soufrière                                             194      9    19409
Saint Lucia                             Quarter                          Vieux Fort                                            194     10    19410
Saint Pierre and Miquelon               Commune                          Miquelon-Langlade                                     195      1    19501
Saint Pierre and Miquelon               Commune                          Saint-Pierre                                          195      2    19502
Saint Vincent and the Grenadines        Parish                           Charlotte                                             196      1    19601
Saint Vincent and the Grenadines        Parish                           Grenadines                                            196      2    19602
Saint Vincent and the Grenadines        Parish                           Saint Andrew                                          196      3    19603
Saint Vincent and the Grenadines        Parish                           Saint David                                           196      4    19604
Saint Vincent and the Grenadines        Parish                           Saint George                                          196      5    19605
Saint Vincent and the Grenadines        Parish                           Saint Patrick                                         196      6    19606
Samoa                                   District                         A'ana                                                 197      1    19701
Samoa                                   District                         Aiga-i-le-Tai                                         197      2    19702
Samoa                                   District                         Atua                                                  197      3    19703
Samoa                                   District                         Fa'asaleleaga                                         197      4    19704
Samoa                                   District                         Gaga'emauga                                           197      5    19705
Samoa                                   District                         Gagaifomauga                                          197      6    19706
Samoa                                   District                         Palauli                                               197      7    19707
Samoa                                   District                         Satupa'itea                                           197      8    19708
Samoa                                   District                         Tuamasaga                                             197      9    19709
Samoa                                   District                         Va'a-o-Fonoti                                         197     10    19710
Samoa                                   District                         Vaisigano                                             197     11    19711
San Marino                              Municipality                     Acquaviva                                             198      1    19801
San Marino                              Municipality                     Borgo Maggiore                                        198      2    19802
San Marino                              Municipality                     Chiesanuova                                           198      3    19803
San Marino                              Municipality                     Domagnano                                             198      4    19804
San Marino                              Municipality                     Faetano                                               198      5    19805
San Marino                              Municipality                     Fiorentino                                            198      6    19806
San Marino                              Municipality                     Montegiardino                                         198      7    19807
San Marino                              Municipality                     San Marino                                            198      8    19808
San Marino                              Municipality                     Serravalle                                            198      9    19809
Saudi Arabia                            Region                           Al Bahah                                              200      2    20002
Saudi Arabia                            Region                           Al Hudud ash Shamaliyah                               200      3    20003
Saudi Arabia                            Region                           Al Jawf                                               200      4    20004
Saudi Arabia                            Region                           Al Madinah                                            200      5    20005
Saudi Arabia                            Region                           Al Quassim                                            200      6    20006
Saudi Arabia                            Region                           Ar Riyad                                              200      7    20007
Saudi Arabia                            Region                           Ash Sharqiyah                                         200      8    20008
Saudi Arabia                            Region                           Ha'il                                                 200      9    20009
Saudi Arabia                            Region                           Jizan                                                 200     10    20010
Saudi Arabia                            Region                           Makkah                                                200     11    20011
Saudi Arabia                            Region                           Najran                                                200     12    20012
Saudi Arabia                            Region                           Tabuk                                                 200     13    20013
Saudi Arabia                            Region                           `Asir                                                 200      1    20001
Senegal                                 Region                           Dakar                                                 201      1    20101
Senegal                                 Region                           Diourbel                                              201      2    20102
Senegal                                 Region                           Fatick                                                201      3    20103
Senegal                                 Region                           Kaffrine                                              201      5    20105
Senegal                                 Region                           Kaolack                                               201      6    20106
Senegal                                 Region                           Kolda                                                 201      7    20107
Senegal                                 Region                           Kédougou                                              201      4    20104
Senegal                                 Region                           Louga                                                 201      8    20108
Senegal                                 Region                           Matam                                                 201      9    20109
Senegal                                 Region                           Saint-Louis                                           201     11    20111
Senegal                                 Region                           Sédhiou                                               201     10    20110
Senegal                                 Region                           Tambacounda                                           201     12    20112
Senegal                                 Region                           Thiès                                                 201     13    20113
Senegal                                 Region                           Ziguinchor                                            201     14    20114
Serbia                                  City                             Grad Beograd                                          202      4    20204
Serbia                                  District                         Borski                                                202      2    20202
Serbia                                  District                         Braničevski                                           202      3    20203
Serbia                                  District                         Jablanički                                            202      5    20205
Serbia                                  District                         Južno-Banatski                                        202      7    20207
Serbia                                  District                         Južno-Bački                                           202      6    20206
Serbia                                  District                         Kolubarski                                            202      8    20208
Serbia                                  District                         Mačvanski                                             202      9    20209
Serbia                                  District                         Moravički                                             202     10    20210
Serbia                                  District                         Nišavski                                              202     11    20211
Serbia                                  District                         Pirotski                                              202     13    20213
Serbia                                  District                         Podunavski                                            202     14    20214
Serbia                                  District                         Pomoravski                                            202     15    20215
Serbia                                  District                         Pčinjski                                              202     12    20212
Serbia                                  District                         Rasinski                                              202     17    20217
Serbia                                  District                         Raški                                                 202     16    20216
Serbia                                  District                         Severno-Banatski                                      202     19    20219
Serbia                                  District                         Severno-Bački                                         202     18    20218
Serbia                                  District                         Srednje-Banatski                                      202     20    20220
Serbia                                  District                         Sremski                                               202     21    20221
Serbia                                  District                         Toplički                                              202     22    20222
Serbia                                  District                         Zaječarski                                            202     23    20223
Serbia                                  District                         Zapadno-Bački                                         202     24    20224
Serbia                                  District                         Zlatiborski                                           202     25    20225
Serbia                                  District                         Šumadijski                                            202      1    20201
Seychelles                              District                         Anse Boileau                                          203      3    20303
Seychelles                              District                         Anse Royale                                           203      4    20304
Seychelles                              District                         Anse aux Pins                                         203      2    20302
Seychelles                              District                         Anse Étoile                                           203      1    20301
Seychelles                              District                         Au Cap                                                203      5    20305
Seychelles                              District                         Baie Lazare                                           203      6    20306
Seychelles                              District                         Baie Sainte Anne                                      203      7    20307
Seychelles                              District                         Beau Vallon                                           203      8    20308
Seychelles                              District                         Bel Air                                               203      9    20309
Seychelles                              District                         Belombre                                              203     10    20310
Seychelles                              District                         Cascade                                               203     11    20311
Seychelles                              District                         English River                                         203     12    20312
Seychelles                              District                         Glacis                                                203     13    20313
Seychelles                              District                         Grand' Anse                                           203     14    20314
Seychelles                              District                         Grand'Anse Praslin                                    203     15    20315
Seychelles                              District                         La Digue and Inner Islands                            203     16    20316
Seychelles                              District                         Les Mamelles                                          203     17    20317
Seychelles                              District                         Mont Buxton                                           203     18    20318
Seychelles                              District                         Mont Fleuri                                           203     19    20319
Seychelles                              District                         Plaisance                                             203     21    20321
Seychelles                              District                         Pointe La Rue                                         203     22    20322
Seychelles                              District                         Port Glaud                                            203     23    20323
Seychelles                              District                         Roche Caïman                                          203     24    20324
Seychelles                              District                         Saint Louis                                           203     25    20325
Seychelles                              District                         Takamaka                                              203     26    20326
Seychelles                              Outer Islands                    Outer Islands                                         203     20    20320
Sierra Leone                            Province                         Eastern                                               204      1    20401
Sierra Leone                            Province                         Northern                                              204      2    20402
Sierra Leone                            Province                         Southern                                              204      3    20403
Sierra Leone                            Province                         Western                                               204      4    20404
Singapore                               Region                           Central                                               205      1    20501
Singapore                               Region                           East                                                  205      2    20502
Singapore                               Region                           North                                                 205      4    20504
Singapore                               Region                           North-East                                            205      3    20503
Singapore                               Region                           West                                                  205      5    20505
Slovakia                                Region                           Banskobystrický                                       207      2    20702
Slovakia                                Region                           Bratislavský                                          207      3    20703
Slovakia                                Region                           Košický                                               207      4    20704
Slovakia                                Region                           Nitriansky                                            207      5    20705
Slovakia                                Region                           Prešovský                                             207      6    20706
Slovakia                                Region                           Trenčiansky                                           207      7    20707
Slovakia                                Region                           Trnavský                                              207      8    20708
Slovakia                                Region                           Žilinský                                              207      1    20701
Slovenia                                Statistical Region               Gorenjska                                             208      1    20801
Slovenia                                Statistical Region               Goriška                                               208      2    20802
Slovenia                                Statistical Region               Jugovzhodna Slovenija                                 208      3    20803
Slovenia                                Statistical Region               Koroška                                               208      4    20804
Slovenia                                Statistical Region               Notranjsko-kraška                                     208      5    20805
Slovenia                                Statistical Region               Obalno-kraška                                         208      6    20806
Slovenia                                Statistical Region               Osrednjeslovenska                                     208      7    20807
Slovenia                                Statistical Region               Podravska                                             208      8    20808
Slovenia                                Statistical Region               Pomurska                                              208      9    20809
Slovenia                                Statistical Region               Savinjska                                             208     10    20810
Slovenia                                Statistical Region               Spodnjeposavska                                       208     11    20811
Slovenia                                Statistical Region               Zasavska                                              208     12    20812
Solomon Islands                         Capital Territory                Honiara                                               209      4    20904
Solomon Islands                         Province                         Central                                               209      1    20901
Solomon Islands                         Province                         Choiseul                                              209      2    20902
Solomon Islands                         Province                         Guadalcanal                                           209      3    20903
Solomon Islands                         Province                         Isabel                                                209      5    20905
Solomon Islands                         Province                         Makira Ulawa                                          209      6    20906
Solomon Islands                         Province                         Malaita                                               209      7    20907
Solomon Islands                         Province                         Rennell and Bellona                                   209      8    20908
Solomon Islands                         Province                         Temotu                                                209      9    20909
Solomon Islands                         Province                         Western                                               209     10    20910
Somalia                                 Region                           Awdal                                                 210      1    21001
Somalia                                 Region                           Bakool                                                210      2    21002
Somalia                                 Region                           Banaadir                                              210      3    21003
Somalia                                 Region                           Bari                                                  210      4    21004
Somalia                                 Region                           Bay                                                   210      5    21005
Somalia                                 Region                           Galguduud                                             210      6    21006
Somalia                                 Region                           Gedo                                                  210      7    21007
Somalia                                 Region                           Hiiraan                                               210      8    21008
Somalia                                 Region                           Jubbada Dhexe                                         210      9    21009
Somalia                                 Region                           Jubbada Hoose                                         210     10    21010
Somalia                                 Region                           Mudug                                                 210     11    21011
Somalia                                 Region                           Nugaal                                                210     12    21012
Somalia                                 Region                           Sanaag                                                210     13    21013
Somalia                                 Region                           Shabeellaha Dhexe                                     210     14    21014
Somalia                                 Region                           Shabeellaha Hoose                                     210     15    21015
Somalia                                 Region                           Sool                                                  210     16    21016
Somalia                                 Region                           Togdheer                                              210     17    21017
Somalia                                 Region                           Woqooyi Galbeed                                       210     18    21018
South Africa                            Province                         Eastern Cape                                          211      1    21101
South Africa                            Province                         Free State                                            211      2    21102
South Africa                            Province                         Gauteng                                               211      3    21103
South Africa                            Province                         KwaZulu-Natal                                         211      4    21104
South Africa                            Province                         Limpopo                                               211      5    21105
South Africa                            Province                         Mpumalanga                                            211      6    21106
South Africa                            Province                         North West                                            211      7    21107
South Africa                            Province                         Northern Cape                                         211      8    21108
South Africa                            Province                         Western Cape                                          211      9    21109
South Korea                             Capital Metropolitan City        Seoul                                                 213     16    21316
South Korea                             Metropolitan Autonomous City     Sejong                                                213     15    21315
South Korea                             Metropolitan City                Busan                                                 213      1    21301
South Korea                             Metropolitan City                Daegu                                                 213      4    21304
South Korea                             Metropolitan City                Daejeon                                               213      5    21305
South Korea                             Metropolitan City                Gwangju                                               213      7    21307
South Korea                             Metropolitan City                Incheon                                               213     11    21311
South Korea                             Metropolitan City                Ulsan                                                 213     17    21317
South Korea                             Province                         Chungcheongbuk-do                                     213      2    21302
South Korea                             Province                         Chungcheongnam-do                                     213      3    21303
South Korea                             Province                         Gangwon-do                                            213      6    21306
South Korea                             Province                         Gyeonggi-do                                           213      8    21308
South Korea                             Province                         Gyeongsangbuk-do                                      213      9    21309
South Korea                             Province                         Gyeongsangnam-do                                      213     10    21310
South Korea                             Province                         Jeju                                                  213     12    21312
South Korea                             Province                         Jeollabuk-do                                          213     13    21313
South Korea                             Province                         Jeollanam-do                                          213     14    21314
South Sudan                             State                            Central Equatoria                                     214      1    21401
South Sudan                             State                            Eastern Equatoria                                     214      2    21402
South Sudan                             State                            Jungoli                                               214      3    21403
South Sudan                             State                            Lakes                                                 214      4    21404
South Sudan                             State                            North Bahr-al-Ghazal                                  214      5    21405
South Sudan                             State                            Unity                                                 214      6    21406
South Sudan                             State                            Upper Nile                                            214      7    21407
South Sudan                             State                            Warap                                                 214      8    21408
South Sudan                             State                            West Bahr-al-Ghazal                                   214      9    21409
South Sudan                             State                            West Equatoria                                        214     10    21410
Spain                                   Autonomous City                  Ceuta y Melilla                                       215      7    21507
Spain                                   Autonomous Community             Andalucía                                             215      1    21501
Spain                                   Autonomous Community             Aragón                                                215      2    21502
Spain                                   Autonomous Community             Cantabria                                             215      3    21503
Spain                                   Autonomous Community             Castilla y León                                       215      5    21505
Spain                                   Autonomous Community             Castilla-La Mancha                                    215      4    21504
Spain                                   Autonomous Community             Cataluña                                              215      6    21506
Spain                                   Autonomous Community             Comunidad Foral de Navarra                            215      9    21509
Spain                                   Autonomous Community             Comunidad Valenciana                                  215     10    21510
Spain                                   Autonomous Community             Comunidad de Madrid                                   215      8    21508
Spain                                   Autonomous Community             Extremadura                                           215     11    21511
Spain                                   Autonomous Community             Galicia                                               215     12    21512
Spain                                   Autonomous Community             Islas Baleares                                        215     13    21513
Spain                                   Autonomous Community             Islas Canarias                                        215     14    21514
Spain                                   Autonomous Community             La Rioja                                              215     15    21515
Spain                                   Autonomous Community             País Vasco                                            215     16    21516
Spain                                   Autonomous Community             Principado de Asturias                                215     17    21517
Spain                                   Autonomous Community             Región de Murcia                                      215     18    21518
Sri Lanka                               District                         Ampara                                                217      1    21701
Sri Lanka                               District                         Anuradhapura                                          217      2    21702
Sri Lanka                               District                         Badulla                                               217      3    21703
Sri Lanka                               District                         Batticaloa                                            217      4    21704
Sri Lanka                               District                         Colombo                                               217      5    21705
Sri Lanka                               District                         Galle                                                 217      6    21706
Sri Lanka                               District                         Gampaha                                               217      7    21707
Sri Lanka                               District                         Hambantota                                            217      8    21708
Sri Lanka                               District                         Jaffna                                                217      9    21709
Sri Lanka                               District                         Kalutara                                              217     10    21710
Sri Lanka                               District                         Kandy                                                 217     11    21711
Sri Lanka                               District                         Kegalle                                               217     12    21712
Sri Lanka                               District                         Kilinochchi                                           217     13    21713
Sri Lanka                               District                         Kurunegala                                            217     14    21714
Sri Lanka                               District                         Mannar                                                217     15    21715
Sri Lanka                               District                         Matale                                                217     16    21716
Sri Lanka                               District                         Matara                                                217     17    21717
Sri Lanka                               District                         Moneragala                                            217     18    21718
Sri Lanka                               District                         Mullaitivu                                            217     19    21719
Sri Lanka                               District                         Nuwara Eliya                                          217     20    21720
Sri Lanka                               District                         Polonnaruwa                                           217     21    21721
Sri Lanka                               District                         Puttalam                                              217     22    21722
Sri Lanka                               District                         Ratnapura                                             217     23    21723
Sri Lanka                               District                         Trincomalee                                           217     24    21724
Sri Lanka                               District                         Vavuniya                                              217     25    21725
Sudan                                   State                            Al Jazirah                                            218      1    21801
Sudan                                   State                            Al Qadarif                                            218      2    21802
Sudan                                   State                            Blue Nile                                             218      3    21803
Sudan                                   State                            Central Darfur                                        218      4    21804
Sudan                                   State                            East Darfur                                           218      5    21805
Sudan                                   State                            Kassala                                               218      6    21806
Sudan                                   State                            Khartoum                                              218      7    21807
Sudan                                   State                            North Darfur                                          218      8    21808
Sudan                                   State                            North Kurdufan                                        218      9    21809
Sudan                                   State                            Northern                                              218     10    21810
Sudan                                   State                            Red Sea                                               218     11    21811
Sudan                                   State                            River Nile                                            218     12    21812
Sudan                                   State                            Sennar                                                218     13    21813
Sudan                                   State                            South Darfur                                          218     14    21814
Sudan                                   State                            South Kurdufan                                        218     15    21815
Sudan                                   State                            West Darfur                                           218     16    21816
Sudan                                   State                            West Kurdufan                                         218     17    21817
Sudan                                   State                            White Nile                                            218     18    21818
Suriname                                District                         Brokopondo                                            219      1    21901
Suriname                                District                         Commewijne                                            219      2    21902
Suriname                                District                         Coronie                                               219      3    21903
Suriname                                District                         Marowijne                                             219      4    21904
Suriname                                District                         Nickerie                                              219      5    21905
